enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,hit_counter
3082,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,1,37,not_hit
3886,city_160,0.92,Male,No relevent experience,Full time course,High School,,5,,Pvt Ltd,never,212,not_hit
15821,city_24,0.698,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Public Sector,2,45,not_hit
10670,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,78,hit
20377,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,Oct-49,,1,29,hit
791,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,77,hit
11351,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,Pvt Ltd,1,22,hit
1460,city_165,0.903,,Has relevent experience,no_enrollment,Graduate,Arts,6,100-500,Pvt Ltd,never,20,hit
15778,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Oct-49,Pvt Ltd,1,15,hit
6870,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,>4,36,hit
32593,city_114,0.926,Male,No relevent experience,Full time course,High School,,6,,,1,102,not_hit
21055,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,20,hit
24090,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,15,hit
17690,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Arts,<1,1000-4999,Pvt Ltd,1,73,not_hit
13053,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,1,45,hit
12229,city_28,0.939,,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,1,22,not_hit
4485,city_21,0.624,,No relevent experience,Full time course,High School,,<1,,,never,166,not_hit
12791,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,100-500,Pvt Ltd,1,23,hit
6013,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,3,55,not_hit
27263,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,,1,54,not_hit
13442,city_70,0.698,,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,166,hit
10793,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,1,55,hit
30581,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,18,hit
23525,city_73,0.754,,No relevent experience,Full time course,High School,,1,,,1,63,not_hit
9421,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,62,hit
14714,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,Oct-49,Pvt Ltd,4,109,hit
1725,city_99,0.915,Male,Has relevent experience,no_enrollment,Masters,Humanities,16,,,4,60,not_hit
3154,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,1,98,hit
6688,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,82,hit
17332,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,1,19,not_hit
15730,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,5,,Pvt Ltd,>4,48,hit
7099,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,282,hit
8183,city_45,0.89,,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,1,4,
21524,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,4,10000+,Pvt Ltd,2,102,hit
1524,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,23,hit
27737,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,>4,110,hit
27790,city_41,0.827,Male,No relevent experience,Full time course,High School,,14,,,2,7,not_hit
11146,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,never,17,hit
31520,city_67,0.855,Male,No relevent experience,Full time course,High School,,2,10000+,Pvt Ltd,1,7,not_hit
12188,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Early Stage Startup,4,103,hit
31178,city_102,0.804,Male,Has relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,1,79,not_hit
4712,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,5,Oct-49,Early Stage Startup,1,48,hit
23483,city_23,0.899,Male,Has relevent experience,Part time course,,,2,500-999,Pvt Ltd,1,52,not_hit
30227,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,99,hit
8907,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,9,
15721,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,1,52,hit
25015,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,13,hit
1990,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Early Stage Startup,1,24,hit
30515,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,,,never,90,hit
26949,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,174,hit
31589,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Oct-49,Pvt Ltd,3,54,hit
31374,city_57,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,3,44,hit
7705,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,2,21,hit
17146,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,30,hit
558,city_173,0.878,Male,No relevent experience,no_enrollment,Primary School,,3,Oct-49,Pvt Ltd,3,88,not_hit
1961,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,7,,Pvt Ltd,never,51,hit
26675,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2,,,1,21,hit
33065,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,never,102,hit
16281,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,18,hit
16036,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,3,,,never,12,hit
20620,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Business Degree,19,1000-4999,Pvt Ltd,2,70,not_hit
4196,city_160,0.92,,No relevent experience,Full time course,High School,,1,,,never,67,not_hit
7892,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,,1,114,hit
19768,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,64,hit
33180,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,>20,5000-9999,Pvt Ltd,>4,89,not_hit
13215,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,20,hit
2386,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,2,16,hit
18582,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,4,170,not_hit
25222,city_159,0.843,,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,107,hit
5697,city_61,0.913,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,,1,9,
5172,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,38,hit
1815,city_27,0.848,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,>4,17,not_hit
18347,city_74,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,1,72,hit
3907,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,>4,58,not_hit
372,city_45,0.89,Male,No relevent experience,Part time course,Graduate,No Major,3,<10,Pvt Ltd,1,24,hit
10580,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,16,100-500,Public Sector,2,28,hit
33376,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Business Degree,8,1000-4999,Public Sector,4,74,not_hit
27970,city_33,0.448,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,73,hit
20568,city_64,0.666,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,160,not_hit
9059,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,26,not_hit
27233,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,3,
30763,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,17,hit
12383,city_14,0.698,,Has relevent experience,no_enrollment,Graduate,Business Degree,13,<10,Pvt Ltd,1,278,hit
16428,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,,2,14,hit
3074,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Funded Startup,1,20,hit
18577,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,2,62,not_hit
26667,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,17,hit
16761,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,>4,60,not_hit
953,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,14,hit
22702,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,40,hit
20533,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,65,hit
26444,city_149,0.689,,Has relevent experience,Full time course,Masters,STEM,3,Oct-49,Public Sector,>4,56,not_hit
6617,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,1,8,not_hit
1664,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,5,,Public Sector,2,141,not_hit
13312,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,1,9,
5051,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,18,hit
27122,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,128,hit
13663,city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,Business Degree,17,,,>4,51,hit
30803,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,18,hit
29610,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,1,45,hit
24856,city_160,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,39,hit
27478,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,19,,,1,64,hit
24844,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,6,,,never,15,not_hit
13444,city_114,0.926,Other,No relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,139,hit
20446,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Early Stage Startup,1,244,hit
4296,city_71,0.884,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Oct-49,Funded Startup,>4,58,hit
23167,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,3,,,1,147,not_hit
33297,city_126,0.479,,Has relevent experience,Full time course,,,>20,<10,Public Sector,>4,19,not_hit
32407,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,242,hit
32501,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,9,,Pvt Ltd,1,11,not_hit
18350,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,,50-99,Pvt Ltd,1,20,hit
26286,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Early Stage Startup,1,124,hit
2526,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,72,not_hit
26269,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,47,hit
8862,city_89,0.925,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,162,hit
19713,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,59,hit
4104,city_41,0.827,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,96,hit
30230,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,258,not_hit
14437,city_152,0.698,,No relevent experience,Full time course,Graduate,STEM,4,,,,17,hit
396,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Funded Startup,4,12,hit
21730,city_114,0.926,,Has relevent experience,no_enrollment,High School,,9,5000-9999,,,64,not_hit
9720,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,4,96,hit
26319,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Public Sector,1,47,not_hit
11921,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,36,not_hit
12918,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,8,5000-9999,Public Sector,4,31,hit
13234,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Early Stage Startup,>4,25,hit
20788,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,24,not_hit
19380,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,500-999,Public Sector,3,44,hit
5852,city_20,0.796,,No relevent experience,no_enrollment,Graduate,Humanities,7,100-500,,1,114,hit
26206,city_160,0.92,,No relevent experience,no_enrollment,Graduate,Arts,12,100-500,,1,70,hit
8417,city_136,0.897,,No relevent experience,no_enrollment,High School,,8,,,,18,not_hit
4780,city_138,0.836,Other,No relevent experience,no_enrollment,Primary School,,<1,,Pvt Ltd,never,8,not_hit
12186,city_159,0.843,,No relevent experience,no_enrollment,Graduate,STEM,14,Oct-49,Public Sector,4,122,hit
29233,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,5,
18321,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,18,hit
25771,city_114,0.926,Male,No relevent experience,Full time course,Masters,Other,8,10000+,Public Sector,4,134,not_hit
6514,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,1,19,hit
7763,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,3,,Pvt Ltd,,56,hit
901,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,4,11,hit
10267,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,>20,,,never,72,not_hit
2474,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,81,hit
10054,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Funded Startup,4,52,not_hit
16767,city_69,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,124,hit
17256,city_64,0.666,Male,Has relevent experience,no_enrollment,High School,,6,Oct-49,Early Stage Startup,1,19,not_hit
20557,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,29,hit
18784,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,11,5000-9999,NGO,>4,90,not_hit
21160,city_13,0.827,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,77,hit
24527,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,130,hit
16927,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Other,17,,,1,24,hit
19549,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,3,56,hit
15987,city_159,0.843,,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Public Sector,1,4,not_hit
30597,city_9,0.743,Male,Has relevent experience,no_enrollment,Primary School,,3,<10,Other,1,4,not_hit
17580,city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,61,hit
2206,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,11,100-500,Pvt Ltd,2,200,hit
10901,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,162,hit
6286,city_116,0.743,,Has relevent experience,Part time course,Masters,STEM,2,<10,Pvt Ltd,1,58,not_hit
33168,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1,29,not_hit
28497,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,46,hit
931,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,1,6,
5579,city_89,0.925,Male,No relevent experience,no_enrollment,High School,,11,,Pvt Ltd,never,35,not_hit
22350,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,,1,210,hit
25365,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,14,,,>4,64,hit
27270,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,never,21,not_hit
30250,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Funded Startup,3,154,hit
6004,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,10,hit
9675,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,100-500,Pvt Ltd,1,154,not_hit
11141,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,49,hit
12143,city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,>20,500-999,NGO,2,24,not_hit
33190,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,3,10,hit
2129,city_28,0.939,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,,105,hit
4673,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,3,18,not_hit
2728,city_90,0.698,,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,29,hit
18736,city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,10,50-99,Funded Startup,1,37,not_hit
19772,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,,21,hit
29911,city_114,0.926,Male,No relevent experience,no_enrollment,,,7,,,never,106,not_hit
18353,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,37,hit
26857,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,46,hit
11590,city_136,0.897,Male,No relevent experience,Part time course,Graduate,Arts,2,1000-4999,Pvt Ltd,2,40,hit
8262,city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,8,,Public Sector,1,146,hit
14668,city_134,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,48,hit
17104,city_103,0.92,,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,3,84,hit
764,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,56,hit
32234,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,2,,,2,36,not_hit
7149,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,61,hit
6119,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,35,hit
17974,city_24,0.698,,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,15,not_hit
29411,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,36,not_hit
17089,city_136,0.897,,No relevent experience,Full time course,Graduate,STEM,6,,,never,320,hit
4096,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,124,hit
29066,city_158,0.766,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,19,hit
15456,city_136,0.897,,Has relevent experience,no_enrollment,Graduate,Humanities,2,<10,Early Stage Startup,1,75,hit
16139,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,Oct-49,Pvt Ltd,4,11,hit
18243,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,15,,,1,78,hit
3935,city_162,0.767,Male,No relevent experience,no_enrollment,High School,,8,,Pvt Ltd,never,65,not_hit
18954,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,1,500-999,Public Sector,1,165,hit
20256,city_65,0.802,Male,No relevent experience,no_enrollment,Masters,Business Degree,3,1000-4999,Pvt Ltd,1,34,not_hit
30850,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,1,65,hit
19893,city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,98,not_hit
27518,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,6,
26297,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,2,54,hit
1160,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,10000+,Pvt Ltd,>4,45,hit
27014,city_16,0.91,,No relevent experience,no_enrollment,High School,,4,,,never,57,not_hit
8824,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Funded Startup,1,13,hit
29439,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,12,500-999,Funded Startup,1,121,hit
5068,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,1,55,not_hit
30554,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,118,hit
12255,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,>4,40,hit
14554,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,100,not_hit
24931,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,83,not_hit
23149,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,19,hit
23158,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,14,10000+,,2,94,hit
8156,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,8,
22015,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,36,hit
16237,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,10,,,1,138,not_hit
23067,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,41,hit
16502,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,36,hit
31714,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,51,hit
7260,city_37,0.794,,No relevent experience,no_enrollment,Graduate,STEM,5,,,,113,hit
15333,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,10,hit
2289,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,28,not_hit
19025,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,7,10000+,Public Sector,>4,6,
22223,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,NGO,>4,12,hit
4860,city_57,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Pvt Ltd,>4,61,hit
7556,city_40,0.776,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,330,hit
11501,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,29,hit
23920,city_103,0.92,,No relevent experience,Full time course,High School,,<1,,,,46,not_hit
17844,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,3,97,hit
1448,city_175,0.776,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,,,>4,13,hit
7302,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,15,hit
6659,city_152,0.698,,Has relevent experience,no_enrollment,Graduate,Humanities,3,1000-4999,Pvt Ltd,2,24,hit
33278,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,never,236,hit
26167,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Oct-49,Early Stage Startup,1,83,not_hit
17057,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,2,4,
12195,city_173,0.878,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,77,hit
380,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,1,110,hit
30615,city_14,0.698,Male,No relevent experience,Full time course,High School,,7,,Pvt Ltd,never,6,not_hit
10920,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,1,106,hit
21542,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,1,59,not_hit
13298,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,2,140,hit
22627,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,1,Oct-49,Pvt Ltd,1,140,not_hit
9185,city_83,0.923,Male,Has relevent experience,Full time course,High School,,4,,,2,42,not_hit
1149,city_46,0.762,,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,,2,83,hit
9349,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,14,50-99,Pvt Ltd,3,8,
2267,city_10,0.895,Male,Has relevent experience,Part time course,High School,,13,50-99,Pvt Ltd,2,172,not_hit
10490,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,26,hit
14475,city_114,0.926,,Has relevent experience,no_enrollment,,,>20,1000-4999,Pvt Ltd,never,123,not_hit
30465,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,3,174,hit
29532,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,33,hit
31327,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,1,130,hit
